"","sub.id","sub.name","sub.sys","sub.status","pri.id","pri.name","pri.status"
"4638",39512,"DELAWARE G&P LLC","GG","INACTIVE",32005,"EnLink Midstream","Current"
"4639",39512,"DELAWARE G&P LLC","GT","INACTIVE",32005,"EnLink Midstream","Current"
"4640",39512,"DELAWARE G&P LLC","HL","INACTIVE",32117,"ENLINK MIDSTREAM","Current"
"4641",39513,"MIAMI RV & MOBILE HOME COMMUNITY","GD","ACTIVE",39513,"MIAMI RV & MOBILE HOME COMMUNITY","Current"
"4642",39514,"EHA RAD II, LP DBA CALDWELL HOMES","GD","ACTIVE",39514,"EHA RAD II, LP DBA CALDWELL HOMES","Current"
"4643",39515,"VALLEY GAS, INC.","GD","ACTIVE",39515,"VALLEY GAS, INC.","Current"
"4644",39516,"JACKSON COUNTY PORT AUTHORITY - SINGING RIVER ISLAND","GD","ACTIVE",39516,"JACKSON COUNTY PORT AUTHORITY - SINGING RIVER ISLAND","Current"
"4645",39517,"GREEN WHEEL, LLC","GT","INACTIVE",39517,"GREEN WHEEL, LLC","Current"
"4646",39518,"KINDER MORGAN UTOPIA LLC","HL","ACTIVE",39518,"Kinder Morgan","Current"
"4647",39518,"KINDER MORGAN UTOPIA LLC","HL","ACTIVE",18092,"Kinder Morgan","Current"
"4648",39519,"KINETICA DEEPWATER EXPRESS LLC","GG","ACTIVE",39519,"KINETICA DEEPWATER EXPRESS LLC","Current"
"4649",39519,"KINETICA DEEPWATER EXPRESS LLC","GT","ACTIVE",39519,"KINETICA DEEPWATER EXPRESS LLC","Current"
"4650",39520,"DELFIN OFFSHORE PIPELINE LLC","GT","ACTIVE",39520,"DELFIN OFFSHORE PIPELINE LLC","Current"
"4651",39521,"IACX GATHERING LLC","GT","INACTIVE",39521,"IACX GATHERING LLC","Current"
"4652",39522,"WINCO FOODS","GD","ACTIVE",39522,"WINCO FOODS","Current"
"4653",39523,"AQUILLES LLC","GD","ACTIVE",39523,"AQUILLES LLC","Current"
"4654",39524,"PEPSICO","GD","ACTIVE",39524,"PEPSICO","Current"
"4655",39525,"MARANA HIGH SCHOOL","GD","ACTIVE",39525,"MARANA HIGH SCHOOL","Current"
"4656",39526,"CHAPMAN FORD","GD","ACTIVE",39526,"CHAPMAN FORD","Current"
"4657",39527,"ST JAMES THE APOSTLE","GD","ACTIVE",39527,"ST JAMES THE APOSTLE","Current"
"4658",39528,"MOHAVE TRAILER PARK","GD","ACTIVE",39528,"MOHAVE TRAILER PARK","Current"
"4659",39529,"BETHANY VILLA CONDOMINIUMS","GD","ACTIVE",39529,"BETHANY VILLA CONDOMINIUMS","Current"
"4660",39530,"COCONUT GROVE APARTMENTS","GD","ACTIVE",39530,"COCONUT GROVE APARTMENTS","Current"
"4661",39531,"TOWNHOME CONDO HOMES","GD","ACTIVE",39531,"TOWNHOME CONDO HOMES","Current"
"4662",39532,"TORRANCE BASIN PIPELINE COMPANY LLC","HL","ACTIVE",39533,"TORRANCE LOGISTICS COMPANY LLC","Current"
"4663",39532,"TORRANCE BASIN PIPELINE COMPANY LLC","HL","ACTIVE",39532,"TORRANCE BASIN PIPELINE COMPANY LLC","Current"
"4664",39533,"TORRANCE LOGISTICS COMPANY LLC","HL","ACTIVE",39533,"TORRANCE LOGISTICS COMPANY LLC","Current"
"4665",39534,"TORRANCE VALLEY PIPELINE COMPANY LLC","HL","ACTIVE",39533,"TORRANCE LOGISTICS COMPANY LLC","Current"
"4666",39534,"TORRANCE VALLEY PIPELINE COMPANY LLC","HL","ACTIVE",39534,"TORRANCE VALLEY PIPELINE COMPANY LLC","Current"
"4667",39535,"TORRANCE PIPELINE COMPANY LLC","HL","ACTIVE",39533,"TORRANCE LOGISTICS COMPANY LLC","Current"
"4668",39535,"TORRANCE PIPELINE COMPANY LLC","HL","ACTIVE",39535,"TORRANCE PIPELINE COMPANY LLC","Current"
"4669",39536,"EMPIRE MINING CO, LLC","GT","ACTIVE",39536,"EMPIRE MINING CO, LLC","Current"
"4670",39537,"HOLTZMAN PROPANE","GD","ACTIVE",39537,"HOLTZMAN PROPANE","Current"
"4671",39538,"UNITED APARTMENT GROUP","GD","ACTIVE",39538,"UNITED APARTMENT GROUP","Current"
"4672",39539,"REVERE GAS, INC.","GD","INACTIVE",39539,"REVERE GAS, INC.","Current"
"4673",39540,"ARB MIDSTREAM, LLC","HL","ACTIVE",39540,"ARB MIDSTREAM, LLC","Current"
"4674",39541,"BAYONNE ENERGY CENTER, LLC","GT","ACTIVE",39541,"BAYONNE ENERGY CENTER, LLC","Current"
"4675",39542,"COLUMBIA GULF TRANSMISSION LLC – CARTER CREEK FACILITIES","GT","ACTIVE",405,"TransCanada","Current"
"4676",39542,"COLUMBIA GULF TRANSMISSION LLC – CARTER CREEK FACILITIES","GT","ACTIVE",2620,"COLUMBIA GULF TRANSMISSION CO","Superseded"
"4677",39543,"RIVERSIDE ENERGY MICHIGAN, LLC","GG","ACTIVE",39543,"RIVERSIDE ENERGY MICHIGAN, LLC","Current"
"4678",39544,"OOWALGE, LLC","GD","ACTIVE",39544,"OOWALGE, LLC","Current"
"4679",39545,"IMG ENERGY SERVICES","GT","ACTIVE",39545,"IMG ENERGY SERVICES","Current"
"4680",39546,"TONKAWA MUNICIPAL AUTHORITY","GD","ACTIVE",39546,"TONKAWA MUNICIPAL AUTHORITY","Current"
"4681",39547,"CLEAN ENERGY TEXAS LNG","LNG","ACTIVE",39547,"CLEAN ENERGY TEXAS LNG","Current"
"4682",39548,"INDIGO RESOURCES LLC","GG","INACTIVE",39548,"INDIGO RESOURCES LLC","Current"
"4683",39548,"INDIGO RESOURCES LLC","GT","INACTIVE",39548,"INDIGO RESOURCES LLC","Current"
"4684",39549,"HR NU BLU ENERGY, LLC","LNG","ACTIVE",39549,"HR NU BLU ENERGY, LLC","Current"
"4685",39550,"COVEY PARK GAS LLC","GT","INACTIVE",39550,"COVEY PARK GAS LLC","Current"
"4686",39551,"STAKEHOLDER MIDSTREAM CRUDE OIL PIPELINE, LLC","HL","ACTIVE",39551,"STAKEHOLDER MIDSTREAM CRUDE OIL PIPELINE, LLC","Current"
"4687",39552,"LIBERTY MIDSTREAM SOLUTIONS, LLC","GT","ACTIVE",39552,"LIBERTY MIDSTREAM SOLUTIONS, LLC","Current"
"4688",39553,"ROESLEIN ALTERNATIVE ENERGY SERVICES, LLC","GT","ACTIVE",39553,"ROESLEIN ALTERNATIVE ENERGY SERVICES, LLC","Current"
"4689",39554,"SOUTHMONT APARTMENTS","GD","ACTIVE",39554,"SOUTHMONT APARTMENTS","Current"
"4690",39555,"BROOKSTON ENERGY INC","GG","ACTIVE",39555,"BROOKSTON ENERGY INC","Current"
"4691",39556,"ISLAND ENERGY SERVICES","HL","ACTIVE",39556,"ISLAND ENERGY SERVICES","Current"
"4692",39557,"MOSTOLLER LANDFILL, INC.","GG","ACTIVE",39557,"MOSTOLLER LANDFILL, INC.","Current"
"4693",39558,"VANTAGE OPERATING LLC","GG","INACTIVE",39558,"VANTAGE OPERATING LLC","Current"
"4694",39559,"SHERIDAN PRODUCTION COMPANY, LLC","GG","INACTIVE",39559,"SHERIDAN PRODUCTION COMPANY, LLC.","Current"
"4695",39559,"SHERIDAN PRODUCTION COMPANY, LLC","GT","INACTIVE",39559,"SHERIDAN PRODUCTION COMPANY, LLC.","Current"
"4696",39560,"TAYLOR GAS COMPANY","GD","ACTIVE",39560,"TAYLOR GAS COMPANY","Current"
"4697",39561,"EQUITY PROPERTY MANAGEMENT LLC","GD","ACTIVE",39561,"EQUITY PROPERTY MANAGEMENT LLC","Current"
"4698",39562,"SECO PIPELINE, LLC","GT","ACTIVE",39562,"SECO PIPELINE, LLC","Current"
"4699",39563,"GREAT EASTERN MANAGEMENT CO.","GD","INACTIVE",39563,"GREAT EASTERN MANAGEMENT CO.","Current"
"4700",39564,"APPALACHIAN ENERGY, INC","GG","ACTIVE",39564,"APPALACHIAN ENERGY, INC","Current"
"4701",39565,"TORRENT OIL LLC","HL","ACTIVE",39565,"TORRENT OIL LLC","Current"
"4702",39566,"LUCID ENERGY DELAWARE LLC","GG","ACTIVE",39566,"LUCID ENERGY DELAWARE LLC","Current"
"4703",39566,"LUCID ENERGY DELAWARE LLC","GT","ACTIVE",32073,"AGAVE ENERGY COMPANY","Current"
"4704",39566,"LUCID ENERGY DELAWARE LLC","HL","ACTIVE",32073,"AGAVE ENERGY COMPANY","Current"
"4705",39567,"UPP OPERATING, LLC","GG","ACTIVE",39567,"SADDLE OPERATING, LLC","Current"
"4706",39568,"GREENIDGE PIPELINE LLC","GT","ACTIVE",39568,"GREENIDGE PIPELINE LLC","Current"
"4707",39569,"EAGLE OIL AND GAS CO.","GG","ACTIVE",39569,"EAGLE OIL AND GAS CO.","Current"
"4708",39569,"EAGLE OIL AND GAS CO.","GT","ACTIVE",39569,"EAGLE OIL AND GAS CO.","Current"
"4709",39570,"BURNETT OIL CO., INC.","GG","INACTIVE",39570,"BURNETT OIL CO., INC.","Current"
"4710",39570,"BURNETT OIL CO., INC.","GT","INACTIVE",39570,"BURNETT OIL CO., INC.","Current"
"4711",39571,"HPIP GONZALES HOLDINGS, LLC","HL","INACTIVE",189,"American Midstream","Current"
"4712",39572,"WWM OPERATING, LLC","GT","ACTIVE",39572,"WWM OPERATING, LLC","Current"
"4713",39573,"HAMPTON PLACE APTS LLC","GD","ACTIVE",39573,"HAMPTON PLACE APTS LLC","Current"
"4714",39574,"PINE RUN MIDSTREAM","GG","ACTIVE",39574,"PINE RUN MIDSTREAM","Current"
"4715",39574,"PINE RUN MIDSTREAM","GT","ACTIVE",39574,"PINE RUN MIDSTREAM","Current"
"4716",39575,"SOSA PROPERTIES, LLC","GD","ACTIVE",39575,"SOSA PROPERTIES, LLC","Current"
"4717",39576,"ORX RESOURCES,L.L.C.","GG","ACTIVE",39576,"ORX RESOURCES,L.L.C.","Current"
"4718",39576,"ORX RESOURCES,L.L.C.","GT","ACTIVE",39576,"ORX RESOURCES,L.L.C.","Current"
"4719",39577,"NFG MIDSTREAM WELLSBORO, LLC","GT","ACTIVE",39577,"NFG MIDSTREAM WELLSBORO, LLC","Current"
"4720",39578,"OKEANOS GAS GATHERING COMPANY, LLC","GG","ACTIVE",32595,"HIGH POINT GAS GATHERING, LLC","Current"
"4721",39578,"OKEANOS GAS GATHERING COMPANY, LLC","GG","ACTIVE",31088,"DESTIN PIPELINE COMPANY, LLC","Superseded"
"4722",39579,"TRP - OK PROPERTIES LLC","GG","ACTIVE",39579,"TRP - OK PROPERTIES LLC","Current"
"4723",39580,"BV PIPELINE LLC","GG","ACTIVE",39580,"BV PIPELINE LLC","Current"
"4724",39581,"CALIBER BEAR DEN INTERCONNECT LLC","HL","ACTIVE",39581,"CALIBER BEAR DEN INTERCONNECT LLC","Current"
"4725",39582,"SENTINEL PEAK RESOURCES CALIFORNIA LLC","GG","INACTIVE",39582,"SENTINEL PEAK RESOURCES LLC","Current"
"4726",39583,"EVONIK","GT","ACTIVE",39583,"EVONIK","Current"
"4727",39584,"CORE APPALACHIA OPERATING LLC","GG","INACTIVE",39584,"CORE APPALACHIA OPERATING LLC","Current"
"4728",39584,"CORE APPALACHIA OPERATING LLC","GT","INACTIVE",39584,"CORE APPALACHIA OPERATING LLC","Current"
"4729",39585,"UPSHUR GAS GATHERING, LLC","GG","ACTIVE",39585,"UPSHUR GAS GATHERING, LLC","Current"
"4730",39585,"UPSHUR GAS GATHERING, LLC","GT","ACTIVE",39585,"UPSHUR GAS GATHERING, LLC","Current"
"4731",39586,"CARRIZO (UTICA)  LLC","GT","INACTIVE",39586,"CARRIZO (UTICA)  LLC","Current"
"4732",39587,"SAVAGE BAKKEN CONNECTOR, INC","HL","ACTIVE",39587,"SAVAGE BAKKEN CONNECTOR, INC","Current"
"4733",39588,"CONTURA PENNSYLVANIA LAND, LLC","GT","ACTIVE",39588,"CONTURA PENNSYLVANIA LAND, LLC","Current"
"4734",39589,"STATELINE CRUDE, LLC","HL","ACTIVE",39589,"STATELINE CRUDE, LLC","Current"
"4735",39590,"RYZE RENEWABLES RENO, LLC","GT","ACTIVE",38923,"PROSPECTOR PIPELINE COMPANY","Current"
"4736",39591,"HUCKLEBERRY PROPANE & OIL LLC","GD","ACTIVE",39591,"HUCKLEBERRY PROPANE & OIL LLC","Current"
"4737",39592,"GATEWAY CORRIGAN LLC","GT","ACTIVE",39592,"GATEWAY CORRIGAN LLC","Current"
"4738",39593,"QEP ENERGY COMPANY","GD","ACTIVE",39593,"QEP ENERGY COMPANY","Current"
"4739",39593,"QEP ENERGY COMPANY","GG","ACTIVE",39593,"QEP ENERGY COMPANY","Current"
"4740",39593,"QEP ENERGY COMPANY","HL","ACTIVE",39593,"QEP ENERGY COMPANY","Current"
"4741",39594,"SULPHUR RIVER EXPLORATION, INC.","GG","ACTIVE",39594,"SULPHUR RIVER EXPLORATION, INC.","Current"
"4742",39595,"EXPRO ENGINEERING, INC.","GT","INACTIVE",39595,"EXPRO ENGINEERING, INC.","Current"
"4743",39596,"PERMIAN EXPRESS PARTNERS LLC","HL","ACTIVE",32099,"Energy Transfer","Current"
"4744",39596,"PERMIAN EXPRESS PARTNERS LLC","HL","ACTIVE",18718,"Energy Transfer","Superseded"
"4745",39597,"VALLEY CROSSING PIPELINE, LLC","GT","ACTIVE",11169,"Enbridge","Current"
"4746",39597,"VALLEY CROSSING PIPELINE, LLC","GT","ACTIVE",19235,"Enbridge","Current"
"4747",39598,"MAGNOLIA LNG, LLC","LNG","ACTIVE",39598,"MAGNOLIA LNG, LLC","Current"
"4748",39599,"HUNTER GATHERING, L.P.","GG","ACTIVE",39599,"HUNTER GATHERING, L.P.","Current"
"4749",39600,"VAQUERO PERMIAN PROCESSING LLC","HL","ACTIVE",39600,"VAQUERO PERMIAN PROCESSING LLC","Current"
"4750",39601,"SOUTHWOOD PROPERTIES","GD","ACTIVE",39601,"SOUTHWOOD PROPERTIES","Current"
"4751",39602,"UPPER MICHIGAN ENERGY RESOURCES CORP.","GD","ACTIVE",22777,"WE Energies","Current"
"4752",39602,"UPPER MICHIGAN ENERGY RESOURCES CORP.","GD","ACTIVE",22791,"Integrys Group","Current"
"4753",39602,"UPPER MICHIGAN ENERGY RESOURCES CORP.","GT","ACTIVE",22777,"WE Energies","Current"
"4754",39602,"UPPER MICHIGAN ENERGY RESOURCES CORP.","GT","ACTIVE",22791,"Integrys Group","Current"
"4755",39603,"MARINER II APARTMENTS","GD","ACTIVE",39603,"MARINER II APARTMENTS","Current"
"4756",39604,"ST. JOSEPH HOUSING, LP","GD","ACTIVE",39604,"ST. JOSEPH HOUSING, LP","Current"
"4757",39605,"CR PERMIAN NATURAL GAS TRANSMISSION LLC","GT","ACTIVE",39271,"EAGLECLAW MIDSTREAM VENTURES","Current"
"4758",39605,"CR PERMIAN NATURAL GAS TRANSMISSION LLC","GT","ACTIVE",39511,"CAPROCK PERMIAN PROCESSING LLC","Superseded"
"4759",39606,"CR PERMIAN CRUDE LLC","HL","ACTIVE",39271,"EAGLECLAW MIDSTREAM VENTURES","Current"
"4760",39606,"CR PERMIAN CRUDE LLC","HL","ACTIVE",39511,"CAPROCK PERMIAN PROCESSING LLC","Superseded"
"4761",39607,"TWIN EAGLE GARDENDALE PIPELINE, LLC","HL","INACTIVE",39607,"TWIN EAGLE GARDENDALE PIPELINE, LLC","Current"
"4762",39608,"VAQUERO PERMIAN GATHERING LLC","GT","ACTIVE",39608,"VAQUERO PERMIAN GATHERING LLC","Current"
"4763",39609,"HAVEN STEEL PRODUCTS, INC","GT","ACTIVE",39609,"HAVEN STEEL PRODUCTS, INC","Current"
"4764",39610,"CPE GATHERING MIDCON, LLC","HL","ACTIVE",39610,"CPE GATHERING MIDCON, LLC","Current"
"4765",39611,"LAKE REGION ENERGY SERVICES INC","GD","ACTIVE",39611,"LAKE REGION ENERGY SERVICES INC","Current"
"4766",39612,"CHS, INC HALLOCK","GT","ACTIVE",31292,"Northwest Gas","Current"
"4767",39613,"HAWKWOOD ENERGY MIDSTREAM, LLC","GG","ACTIVE",39613,"HAWKWOOD ENERGY MIDSTREAM, LLC","Current"
"4768",39614,"SOUTH HOUSTON PRODUCTION COMPANY","GG","ACTIVE",39614,"SOUTH HOUSTON PRODUCTION COMPANY","Current"
"4769",39615,"AZURE ETG, LLC","GG","INACTIVE",39615,"AZURE ETG, LLC","Current"
"4770",39616,"NTU PIPELINE, LLC","GT","ACTIVE",39616,"NTU PIPELINE, LLC","Current"
"4771",39617,"EQUILON ENTERPRISES LLC DBA SHELL OIL PRODUCTS US - CONVENT REFINERY","HL","ACTIVE",39617,"SHELL OIL PRODUCTS US - CONVENT REFINERY","Current"
"4772",39618,"TORRANCE REFINING COMPANY LLC","HL","ACTIVE",39533,"TORRANCE LOGISTICS COMPANY LLC","Current"
"4773",39619,"DIVERSIFIED MIDSTREAM LLC","GG","ACTIVE",39619,"DIVERSIFIED GAS & OIL CORPORATION","Current"
"4774",39620,"AMP ETX GATHERING, LLC","GG","INACTIVE",39620,"AMP ETX GATHERING, LLC","Current"
"4775",39621,"STAKEHOLDER GAS SERVICES LLC","HL","INACTIVE",39551,"STAKEHOLDER MIDSTREAM CRUDE OIL PIPELINE, LLC","Current"
"4776",39622,"METROPOLITAN PROPANE AND GAS, LTD","GD","ACTIVE",39622,"METROPOLITAN PROPANE AND GAS, LTD","Current"
"4777",39623,"O'BENCO, INC.","GT","INACTIVE",39623,"O'BENCO, INC.","Current"
"4778",39624,"AIRGAS MERCHANT GAS KALAMA","GT","ACTIVE",39624,"AIRGAS MERCHANT GAS KALAMA","Current"
"4779",39625,"MISSISSIPPI VALLEY STATE UNIVERSITY","GD","ACTIVE",39625,"MISSISSIPPI VALLEY STATE UNIVERSITY","Current"
"4780",39626,"CALGON CARBON CORPORATION","GT","ACTIVE",39626,"CALGON CARBON CORPORATION","Current"
"4781",39627,"AIR LIQUIDE ADVANCED TECHNOLOGIES US LLC","GT","ACTIVE",39627,"AIR LIQUIDE ADVANCED TECHNOLOGIES US LLC","Current"
"4782",39628,"FALL RIVER ENTERPRISES, INC.","GD","ACTIVE",39628,"FALL RIVER ENTERPRISES, INC.","Current"
"4783",39629,"LINDOW OIL AND GAS, LLC","GG","ACTIVE",39629,"LINDOW OIL AND GAS, LLC","Current"
"4784",39630,"LIGHTSTONE GENERATION LLC-DARBY POWER LLC","GT","ACTIVE",39630,"LIGHTSTONE GENERATION LLC-DARBY POWER LLC","Current"
"4785",39631,"COLLEGE TOWN APARTMENTS","GD","ACTIVE",39631,"COLLEGE TOWN APARTMENTS","Current"
"4786",39632,"SYNCOR CONDOMINIUM HOA","GD","ACTIVE",39632,"SYNCOR CONDOMINIUM HOA","Current"
"4787",39633,"UNIVERSITY OF ARIZONA","GD","ACTIVE",39633,"UNIVERSITY OF ARIZONA","Current"
"4788",39634,"ALTUS MIDSTREAM PIPELINE LP","GT","ACTIVE",39634,"ALPINE HIGH PIPELINE, LLC","Current"
"4789",39635,"WINNEBAGO COUNTY SOLID WASTE MANAGEMENT BOARD","GT","ACTIVE",39635,"WINNEBAGO COUNTY SOLID WASTE MANAGEMENT BOARD","Current"
"4790",39636,"CARBON CALIFORNIA OPERATING COMPANY, LLC","GG","ACTIVE",39636,"CARBON CALIFORNIA PRODUCTION COMPANY","Current"
"4791",39636,"CARBON CALIFORNIA OPERATING COMPANY, LLC","HL","ACTIVE",39636,"CARBON CALIFORNIA PRODUCTION COMPANY","Current"
"4792",39637,"UTAH GAS OP LTD DBA UTAH GAS CORP","HL","ACTIVE",39637,"SWEVCO-SABW","Current"
"4793",39638,"ALTUS MIDSTREAM NGL PIPELINE LP","HL","ACTIVE",39634,"ALPINE HIGH PIPELINE, LLC","Current"
"4794",39639,"TANKS R US","HL","ACTIVE",39639,"TANKS R US","Current"
"4795",39640,"PSEG KEYS ENERGY CENTER","GT","ACTIVE",31442,"Douglas","Current"
"4796",39640,"PSEG KEYS ENERGY CENTER","GT","ACTIVE",39640,"PSEG FOSSIL","Superseded"
"4797",39641,"SUNDANCE RESORT","GD","ACTIVE",39641,"SUNDANCE RESORT","Current"
"4798",39642,"UNIVERSITY OF UTAH","GD","ACTIVE",39642,"UNIVERSITY OF UTAH","Current"
"4799",39643,"SILVER MAPLES HOA","GD","ACTIVE",39643,"SILVER MAPLES HOA","Current"
"4800",39644,"FOX RUN ASSOCIATES LLC","GD","ACTIVE",39644,"FOX RUN ASSOCIATES LLC","Current"
"4801",39645,"MIKE ROSS INC.","GG","INACTIVE",39645,"MIKE ROSS INC.","Current"
"4802",39646,"PPM","GD","ACTIVE",39646,"PPM","Current"
"4803",39647,"VALERO TEXAS CITY REFINERY","GT","ACTIVE",4430,"Valero","Current"
"4804",39647,"VALERO TEXAS CITY REFINERY","HL","ACTIVE",4430,"Valero","Current"
"4805",39648,"VALERO HOUSTON REFINERY","GT","ACTIVE",4430,"Valero","Current"
"4806",39648,"VALERO HOUSTON REFINERY","HL","ACTIVE",4430,"Valero","Current"
"4807",39649,"IRONWOOD MIDSTREAM ENERGY PARTNERS, LLC","HL","ACTIVE",39649,"IRONWOOD MIDSTREAM ENERGY PARTNERS, LLC","Current"
"4808",39650,"ARD OPERATING, LLC","GG","ACTIVE",39650,"ARD OPERATING, LLC","Current"
"4809",39651,"LIME ROCK RESOURCES III-A, LP","GT","INACTIVE",39651,"LIME ROCK RESOURCES III-A, LP","Current"
"4810",39652,"NOREGA GATHERING, LLC","GG","ACTIVE",39652,"NOREGA GATHERING, LLC","Current"
"4811",39653,"CORNELL UNIVERSITY","GT","ACTIVE",31442,"Douglas","Current"
"4812",39653,"CORNELL UNIVERSITY","GT","ACTIVE",39653,"CORNELL UNIVERSITY","Current"
"4813",39654,"ORYX DELAWARE OIL TRANSPORT LLC","HL","ACTIVE",300,"Plains","Current"
"4814",39654,"ORYX DELAWARE OIL TRANSPORT LLC","HL","ACTIVE",39654,"Oryx Midstream","Superseded"
"4815",39654,"ORYX DELAWARE OIL TRANSPORT LLC","HL","ACTIVE",39284,"Oryx Midstream","Superseded"
"4816",39655,"PINE HILL RENEWABLES","GT","ACTIVE",39655,"PINE HILL RENEWABLES","Current"
"4817",39656,"LEX GROUP, INC","GD","ACTIVE",39656,"LEX GROUP, INC","Current"
"4818",39657,"SOUTHERN KENTUCKY ENERGY, LLC","GT","ACTIVE",39657,"SOUTHERN KENTUCKY ENERGY, LLC","Current"
"4819",39658,"L&G PROPANE, INC.","GD","ACTIVE",39658,"L&G PROPANE, INC.","Current"
"4820",39659,"KILGORE","GD","ACTIVE",39659,"KILGORE","Current"
"4821",39660,"COOK INLET NATURAL GAS STORAGE ALASKA","GT","ACTIVE",4483,"Enstar Natural Gas","Current"
"4822",39660,"COOK INLET NATURAL GAS STORAGE ALASKA","UNGS","ACTIVE",4483,"Enstar Natural Gas","Current"
"4823",39661,"THE NEW ROCHE HARBOR RESORT","GD","ACTIVE",39661,"THE NEW ROCHE HARBOR RESORT","Current"
"4824",39662,"QUESTAR SOUTHERN TRAILS PIPELINE COMPANY","GT","ACTIVE",12876,"Questar","Current"
"4825",39662,"QUESTAR SOUTHERN TRAILS PIPELINE COMPANY","GT","ACTIVE",2714,"DOMINION TRANSMISSION, INC","Superseded"
"4826",39662,"QUESTAR SOUTHERN TRAILS PIPELINE COMPANY","GT","ACTIVE",12874,"Questar","Current"
"4827",39663,"PETROGAS WEST, LLC","HL","ACTIVE",39663,"PETROGAS WEST, LLC","Current"
"4828",39664,"NEWBERN HOUSING AUTHORITY","GD","ACTIVE",39664,"NEWBERN HOUSING AUTHORITY","Current"
"4829",39665,"LEXINGTON HOUSING AUTHORITY","GD","ACTIVE",39665,"LEXINGTON HOUSING AUTHORITY","Current"
"4830",39666,"FORMULA MIDSTREAM PARTNERS LLC","HL","ACTIVE",39666,"FORMULA MIDSTREAM PARTNERS LLC","Current"
"4831",39667,"UNDERGROUND STORAGE, LLC","GT","ACTIVE",39667,"UNDERGROUND STORAGE, LLC","Current"
"4832",39667,"UNDERGROUND STORAGE, LLC","UNGS","ACTIVE",39667,"UNDERGROUND STORAGE, LLC","Current"
"4833",39668,"UNDERGROUND SERVICES MARKHAM, LLC","GT","ACTIVE",39668,"UNDERGROUND SERVICES MARKHAM, LLC","Current"
"4834",39668,"UNDERGROUND SERVICES MARKHAM, LLC","UNGS","ACTIVE",39668,"UNDERGROUND SERVICES MARKHAM, LLC","Current"
"4835",39669,"MABELVALE PLACE","GD","ACTIVE",39669,"MABELVALE PLACE","Current"
"4836",39670,"SEAHAWK PIPELINE, LLC","HL","INACTIVE",39670,"SEAHAWK PIPELINE, LLC","Current"
"4837",39671,"CROSS PLAINS MUNICIPAL GAS COMPANY","GD","ACTIVE",39671,"CROSS PLAINS MUNICIPAL GAS COMPANY","Current"
"4838",39672,"LCRA - HILBIG","GT","ACTIVE",39672,"LCRA - HILBIG","Current"
"4839",39672,"LCRA - HILBIG","UNGS","ACTIVE",39672,"LCRA - HILBIG","Current"
"4840",39673,"UOPM, LLC.","GD","ACTIVE",39673,"UOPM, LLC.","Current"
"4841",39674,"ASSIDUOUS ENERGY, LLC","GG","ACTIVE",39674,"ASSIDUOUS ENERGY, LLC","Current"
"4842",39675,"SCT PIPELINE, LLC","HL","ACTIVE",39675,"SCT PIPELINE, LLC","Current"
"4843",39676,"OKLAHOMA GAS GATHERING LLC","GG","ACTIVE",39676,"OKLAHOMA GAS GATHERING LLC","Current"
"4844",39677,"KC MIDSTREAM SOLUTIONS, LLC","GG","ACTIVE",39677,"KC MIDSTREAM SOLUTIONS, LLC","Current"
"4845",39678,"FIVE JAB INC","GT","ACTIVE",39678,"FIVE JAB INC","Current"
"4846",39679,"YOUMANS GAS & OIL CO.","GD","ACTIVE",39679,"YOUMANS GAS & OIL CO.","Current"
"4847",39680,"FORTUNE RESOURCES LLC","GG","ACTIVE",39680,"FORTUNE RESOURCES LLC","Current"
"4848",39681,"KBF ASSOCIATE LP T/A BROOKSIDE MANOR APARTMENTS","GD","ACTIVE",39681,"KBF ASSOCIATE LP T/A BROOKSIDE MANOR APARTMENTS","Current"
"4849",39682,"HUGHES MANAGEMENT, INC.","GD","ACTIVE",39682,"HUGHES MANAGEMENT, INC.","Current"
"4850",39683,"TEXAS COASTAL PIPELINE, LLC","GG","ACTIVE",39683,"TR OFFSHORE, LLC","Current"
"4851",39684,"ROCKY MOUNTAIN MIDSTREAM PIPELINE LLC","HL","ACTIVE",30940,"WILLIAMS ENERGY, LLC","Current"
"4852",39684,"ROCKY MOUNTAIN MIDSTREAM PIPELINE LLC","HL","ACTIVE",19570,"Williams Pipeline","Current"
"4853",39684,"ROCKY MOUNTAIN MIDSTREAM PIPELINE LLC","HL","ACTIVE",19570,"Williams Pipeline","Superseded"
"4854",39684,"ROCKY MOUNTAIN MIDSTREAM PIPELINE LLC","HL","ACTIVE",39684,"Rocky Mountain Midstream Pipeline LLC","Superseded"
"4855",39685,"SANTA FE MIDSTREAM PERMIAN LLC","GG","INACTIVE",39685,"SANTA FE MIDSTREAM PERMIAN LLC","Current"
"4856",39685,"SANTA FE MIDSTREAM PERMIAN LLC","GT","INACTIVE",39685,"SANTA FE MIDSTREAM PERMIAN LLC","Current"
"4857",39685,"SANTA FE MIDSTREAM PERMIAN LLC","HL","INACTIVE",39685,"SANTA FE MIDSTREAM PERMIAN LLC","Current"
"4858",39686,"CHEVRON PHILLIPS CHEMICAL CO, LP","GT","INACTIVE",39686,"CHEVRON PHILLIPS CHEMICAL CO, LP","Current"
"4859",39687,"BRAZOS DELAWARE CRUDE, LLC","HL","INACTIVE",39687,"BRAZOS DELAWARE CRUDE, LLC","Current"
"4860",39688,"MARKWEST NEW MEXICO, L.L.C.","GT","ACTIVE",39688,"MARKWEST NEW MEXICO, L.L.C.","Current"
